original_commit_type,commit_hash,file_path,classification_label,commit_date,author,is_ai_generated,commit_message
AI,007126775cf5323de9547e278227a30795fc2bbd,extensions/typescript-language-features/src/languageFeatures/copilotRelated.ts,fix,2024-10-07 07:24:34 -0700,Nathan Shively-Sanders,False,add missing ts-expect-error till 5.7
AI,a1cd9f37f1fdb8abfff8339ae46bf6ac394ce4fe,extensions/typescript-language-features/src/languageFeatures/copilotRelated.ts,refactor,2024-10-07 07:24:34 -0700,Nathan Shively-Sanders,True,Update copilotRelated API with Disposable/CancellationToken
AI,a003a0de24c9c2736c8af864dde18d04a48af0b5,extensions/typescript-language-features/src/languageFeatures/copilotRelated.ts,feat,2024-10-07 07:24:34 -0700,Nathan Shively-Sanders,False,Add new context parameter to API
AI,c74816239d84e3b04224fd9b4f970ea00970f8ca,extensions/typescript-language-features/src/languageFeatures/copilotRelated.ts,build,2024-10-30 12:09:20 -0700,Matt Bierner,False,Pick up TS 5.7 insiders for builtin ts version (#232650)
AI,ea132428610eb4b9b31360c7978e01d9cb3e445a,extensions/typescript-language-features/src/languageFeatures/copilotRelated.ts,fix,2024-11-12 18:01:19 +0100,Matt Bierner,False,Extract interface and fix dispose for TS related files (#233705)
AI,a1276ac6dfe4f3b47b7ad7d96c4e6f1223e8cb46,extensions/typescript-language-features/src/languageFeatures/copilotRelated.ts,fix,2024-11-13 05:08:23 +0000,Nathan Shively-Sanders,True,Revert register copilotRelated with copilot (#233729)
Human,ba7383e43bb4e5bdb88c8756e36a6304d81d9b23,src/vs/workbench/contrib/chat/browser/media/chatEditorOverlay.css,feat,2024-11-04 13:17:20 +0100,Johannes Rieken,False,first cut of cross file chat toolbar (#232959)
Human,7d09f80d4ed84230b2e485be7e8d15c4772086df,src/vs/workbench/contrib/chat/browser/media/chatEditorOverlay.css,refactor,2024-11-04 18:15:12 +0100,Johannes Rieken,False,tweak editing overlay (#232977)
Human,f6686e3ac767891e438e906b9b83154ad880e0c6,src/vs/workbench/contrib/chat/browser/media/chatEditorOverlay.css,fix,2024-11-06 16:26:51 +0100,Johannes Rieken,False,chat overlay shows a percentage value to indicate how much has been updated already (#233202)
Human,43f217e3134f83092e6cb6318eabb75d817630e9,src/vs/workbench/contrib/chat/browser/media/chatEditorOverlay.css,refactor,2024-11-08 11:55:09 +0100,Johannes Rieken,False,Improve chat overlay behavior and loading indication (#233406)
Human,ea6cdff1a6e37374c584e8c82d8f05e48ed79da9,src/vs/workbench/contrib/chat/browser/media/chatEditorOverlay.css,fix,2024-11-08 10:25:14 -0800,Johannes Rieken,False,Allow to undo edit hunks (#233426)
Human,a4c027444ce5a10cf2e07c27493838f0342d8552,src/vs/workbench/contrib/chat/browser/media/chatEditorOverlay.css,fix,2024-11-11 10:12:02 +0100,Johannes Rieken,False,edit improvements (#233552)
Human,095a18f6a6006212a252c1d4403f041128273be1,src/vs/workbench/contrib/chat/browser/media/chatEditorOverlay.css,fix,2024-11-15 15:29:53 +0100,Johannes Rieken,False,chat overlay and hunk menu work (#233903)
Human,853676dc2c3d47b505979891e5fbe164d04c10ae,src/vs/workbench/contrib/chat/browser/media/chatEditorOverlay.css,fix,2024-11-18 15:23:44 +0100,Johannes Rieken,False,fix https://github.com/microsoft/vscode/issues/234068 (#234099)
Human,e58111313cbb73143720cc952d95d0030469bd49,src/vs/workbench/contrib/chat/browser/media/chatEditorOverlay.css,fix,2024-12-04 16:23:49 +0100,Johannes Rieken,False,Improves editor progress for edits (#235278)
Human,f27b9f9e5522c8c0f8fbf4b3a92ce5b7c1b2160e,src/vs/workbench/contrib/chat/browser/media/chatEditorOverlay.css,fix,2024-12-04 19:54:21 +0100,Joyce Er,False,fix: chat editor overlay toolbar actions padding should be on toolbar (#235314)
Human,cf0274ceb17343b2429412c0c617f9dd6b2851e6,src/vs/workbench/contrib/chat/browser/media/chatEditorOverlay.css,fix,2024-12-05 12:07:27 +0100,Johannes Rieken,False,less extra padding on first/last item but no unhovered padding (#235379)
Human,5ae6f1e82930572167dd27a86570e49f9ae658f0,src/vs/workbench/contrib/chat/browser/media/chatEditorOverlay.css,fix,2024-12-13 18:04:38 +0100,Johannes Rieken,False,chat overlay fixes (#236079)
Human,9289e2be508d232a6865cbe0eb7b666c05187d9a,src/vs/workbench/contrib/chat/browser/media/chatEditorOverlay.css,fix,2025-01-07 13:54:55 +0100,Johannes Rieken,False,chat overlay tweaks (#237395)
Human,22578788ad73001613f4c0d4d43ebc3c4788c782,src/vs/workbench/contrib/chat/browser/media/chatEditorOverlay.css,chore,2025-01-08 12:33:34 +0100,Johannes Rieken,False,more shadow tweaks (#237470)
Human,d3147d00546462818b97bc3dffa1cbbda7708c4c,src/vs/workbench/contrib/chat/browser/media/chatEditorOverlay.css,refactor,2025-01-13 14:07:09 +0000,Johannes Rieken,False,improve diff for /edits (#237801)
Human,4d4466891769b8040fe1ca4ec6a06e36fe2285be,src/vs/workbench/contrib/chat/browser/media/chatEditorOverlay.css,fix,2025-01-16 11:51:56 +0100,Johannes Rieken,False,auto accept changes (#238043)
Human,a5d836544d28742186c19a5fa1718c2c976622a1,src/vs/workbench/contrib/chat/browser/media/chatEditorOverlay.css,chore,2025-01-16 17:01:26 +0100,Johannes Rieken,False,tweak auto-accept flow (#238057)
Human,8d5f6f0050af2abde8c9977f1a269ef6eade6915,src/vs/workbench/contrib/chat/browser/media/chatEditorOverlay.css,fix,2025-01-23 15:39:06 +0100,Johannes,False,inline chat edits
Human,d86304608812414ae5a894d10c16bae114d5b0ff,src/vs/workbench/contrib/chat/browser/media/chatEditorOverlay.css,fix,2025-01-27 16:02:40 +0100,Johannes Rieken,True,fix https://github.com/microsoft/vscode-copilot/issues/11979 (#238853)
Human,d10feb6708811b8c13dda2f05638a6b08ebc8fe3,src/vs/workbench/contrib/chat/browser/media/chatEditorOverlay.css,fix,2025-02-10 17:30:29 -0800,Connor Peet,False,chat: polish agentic play/pause (#240319)
Human,8fd4b42fcde32c684f456c12ccfc0b128e794838,src/vs/workbench/contrib/chat/browser/media/chatEditorOverlay.css,fix,2025-02-21 16:11:59 +0100,Johannes Rieken,False,chat overlay work (#241477)
Human,0b23fa11fefc128fb90b93b29a5250c1de97a6a6,src/vs/workbench/contrib/chat/browser/media/chatEditorOverlay.css,feat,2025-02-21 18:18:57 +0100,Henning Dieterichs,False,Adds support for showInlineEditMenu (#241478)
Human,33df589a3a6a2e2ea6bcf016520ae04932b8104a,src/vs/workbench/contrib/chat/browser/media/chatEditorOverlay.css,fix,2025-02-26 09:05:47 +0100,Johannes Rieken,True,fixes https://github.com/microsoft/vscode-copilot/issues/13511 (#242028)
Human,46bf82d9b161e64901e9e9e0a57a26cca79e258a,src/vs/workbench/contrib/chat/browser/media/chatEditorOverlay.css,refactor,2025-04-23 16:56:49 +0200,Johannes Rieken,False,Tweak chat overlay for replace and multipass edits (#247224)
Human,5b7eb359c9ccb9b6f4aa77dd88774209b8392713,src/vs/workbench/contrib/chat/browser/media/chatEditorOverlay.css,fix,2025-04-25 19:37:49 +0200,Johannes Rieken,False,"for inline chat and hide-on-request, render tool and progress messages in chat overlay (#247412)"
Human,cf93804e070ab26abcf5c2d7fcdc0e935e58bf19,src/vs/workbench/contrib/chat/browser/chatStatus.ts,refactor,2025-02-21 10:18:14 -0700,Benjamin Pasero,False,chat - refactor status entry (#241454)
Human,a9afbd46c455c64ebac250c7674887fe51418973,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-02-21 21:21:43 +0100,Benjamin Pasero,False,chat - better status visibility updating based on state (#241518)
Human,27ada980cf9d594c900a8ea5e589d052e0e43017,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-02-22 12:10:58 +0100,Benjamin Pasero,False,chat status tweaks (#241561)
Human,79678deb716809950ca507ea9edc0cf56631d399,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-02-23 16:15:30 +0000,Benjamin Pasero,False,status - chat tweaks (#241620)
Human,17cb19c885e0927189615e89057f806c2e9ddcb5,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-02-23 10:01:53 -0800,Benjamin Pasero,False,status - chat tweaks (#241635)
Human,8ecf362d5277569d83ddb1190fb467079be906cf,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-02-24 05:08:03 +0900,Benjamin Pasero,False,chat - more status tweaks (#241639)
Human,5063c3df1367af98f50ce1f07568aaf0a85fe0c7,src/vs/workbench/contrib/chat/browser/chatStatus.ts,chore,2025-02-24 08:40:12 +0100,Benjamin Pasero,False,chat - status tweaks (#241669)
Human,a12b46d05867c0535df5f072ff0f16b70bee4ded,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-02-24 09:12:34 -0800,Benjamin Pasero,False,chat - status tweaks (#241720)
Human,c6318da7a7a74d2dc33cd25d3fe8dbe13578089e,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-02-25 16:43:53 +0100,Benjamin Pasero,False,chat - tweak visuals of chat entry
Human,c415b320be27d3a02d29403772101ef263586ec3,src/vs/workbench/contrib/chat/browser/chatStatus.ts,chore,2025-02-25 17:08:35 +0100,Benjamin Pasero,False,chat - turn status into an exp setting
Human,af7149f604bdb2e485258fb64bed898efeea73fa,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-02-26 07:50:01 +0100,Benjamin Pasero,False,chat - fix perf regression in contributions (#242021)
Human,6988f72b9185a984772d0b8218a70f670e306b11,src/vs/workbench/contrib/chat/browser/chatStatus.ts,chore,2025-02-26 09:35:15 +0100,Benjamin Pasero,False,chat - status UX tweaks (#242027)
Human,5d760580d48ca91b1a5984911621e6312dfce3aa,src/vs/workbench/contrib/chat/browser/chatStatus.ts,refactor,2025-02-26 11:39:42 +0100,Benjamin Pasero,False,chat - more status UI tweaks (#242050)
Human,17664082227da0546da503d82c7ff6b3132a44ef,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-02-26 12:06:50 +0100,Benjamin Pasero,False,chat - make status keyboard shortcuts accessible (#242053)
Human,475dd116a427f3fb2b9c415c932c2d3e303a7dba,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-02-26 13:24:37 +0100,Benjamin Pasero,False,chat - tweaks to settings in status (#242062)
Human,74e43f037576578f58f8c77f5a26a0f2297a98b1,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-02-26 16:05:46 +0100,Benjamin Pasero,False,chat - tweaks to status (#242073)
Human,e97b871e8994ac81813582e896cdf5bfbd0b6bad,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-02-26 17:06:35 +0100,Benjamin Pasero,False,chat - setup settings listen to changes (#242088)
Human,10434e3f459fb6e93fd2ac25ae3170f7b42c3a7d,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-02-26 20:19:01 +0100,Benjamin Pasero,False,chat - hide old GH status (#242108)
Human,c75ab9d934afcedc7a713746c4704bc2aed5640e,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-02-26 13:31:46 -0700,Benjamin Pasero,False,chat - status tweaks (#242110)
Human,fb28dca732cce37e797b83814e694bb14ba04b9a,src/vs/workbench/contrib/chat/browser/chatStatus.ts,chore,2025-02-27 09:26:37 +0100,Benjamin Pasero,False,:lipstick: (#242152)
Human,c202fb0bcfc7ac863f90756bdf668e801b96901d,src/vs/workbench/contrib/chat/browser/chatStatus.ts,chore,2025-02-27 10:14:21 +0100,Benjamin Pasero,True,ux - tweak status locations including copilot to be more aligned with our UX standards (#242154)
Human,ba563bda3cb8a32a6ca4e025fe80c7d89940add3,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-02-27 16:45:40 +0100,Benjamin Pasero,False,chat - tweak completions setting from status (#242189)
Human,04edc751542bc7b86bca6d2c0f5349d1ad583d24,src/vs/workbench/contrib/chat/browser/chatStatus.ts,feat,2025-02-27 16:53:59 +0100,Benjamin Pasero,False,chat - add quick chat to status (#242199)
Human,5b8244c3c6b44b0ce1ce857b2a8d245b2d2d56e0,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-02-27 17:32:45 +0100,Benjamin Pasero,False,chat - reduce contributions blocking startup (#242203)
Human,353fea39d3c0537ac391473cb8b5d53ed99aade9,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-02-28 14:06:31 +0100,Benjamin Pasero,False,Code completions settings is not accurate (#242300) (#242301)
Human,54af93e53194c27e987f0c8f4a202d7838ad34ef,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-02-28 14:50:29 +0100,Benjamin Pasero,False,Code completions settings is not accurate (#242300) (#242307)
Human,65a60f0390121ddfe3148b07c6bd77f82f27a7d2,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-02-28 15:26:32 +0000,Benjamin Pasero,False,status - actually fix tooltip to resolve adhoc (#242316)
Human,23e2fba193d92bf4a8cb6c0a4b61220aef74a03f,src/vs/workbench/contrib/chat/browser/chatStatus.ts,feat,2025-03-01 15:18:22 +0000,Benjamin Pasero,False,chat - make status a control with lifecycle and adopt more services (#242376)
Human,e8c27bc34442a660e50e97331ef7ace6bc9fa9be,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-03-02 09:31:58 +0100,Benjamin Pasero,False,chat - merge quota and entitlement service (#242408)
Human,56e32199a149c57e60382a7600d1e2aef2f1d573,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-03-04 12:53:39 +0100,Benjamin Pasero,False,chat - better flow from status when signed out (#242548) (#242551)
Human,1a7a159d91520e05d4ff9fb2bb1c60dd9a0fec28,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-03-04 14:19:02 +0100,Benjamin Pasero,False,chat - better flow from status when reaching quota (#242548) (#242560)
Human,6d98db08819f07a8541bfb396be1b0e6819f5d71,src/vs/workbench/contrib/chat/browser/chatStatus.ts,refactor,2025-03-05 17:40:46 +0100,Benjamin Pasero,True,Copilot status: further polish the experience (fix #242548) (#242705)
Human,1073944dfc585a25793e20ce638633d357decf8c,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-03-08 12:59:09 +0100,Benjamin Pasero,False,chat - status :lipstick: (#242887)
Human,d70596e87bfd917c9b8ec4232abf27fd7e7aab8d,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-03-08 18:58:26 +0100,Benjamin Pasero,False,Chat-related commands should not be available on web (without backend) (fix #241873) (#242954)
Human,3180cbe178749f4243fa04fa8e6732d77c7b4f88,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-03-09 08:27:07 +0100,Benjamin Pasero,True,GitHub Copilot Sign-In Issues After VS Code Update (fix #242819) (#242962)
Human,a2b64db7649b967dc5e1bb2531c9890d95bd0a2a,src/vs/workbench/contrib/chat/browser/chatStatus.ts,feat,2025-03-11 13:33:10 +0100,Benjamin Pasero,False,chat - add NES to status as checkbox (#243173)
Human,a4147b92a752ef9bb24bcac6ae858a848a6bc01f,src/vs/workbench/contrib/chat/browser/chatStatus.ts,refactor,2025-03-11 17:42:12 +0100,Benjamin Pasero,False,chat - remove shortcuts from status (#243217)
Human,13e979a629ced09519f4b41af5cbc5d75be05eae,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-03-12 09:33:45 +0100,Benjamin Pasero,False,chat - tweaks to status (#243301)
Human,0aa92ed833ccb26b1961884df2429bba6244237c,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-03-14 16:24:36 +0100,Benjamin Pasero,False,chat - allow a setup from dialog (#243438)
Human,116b986f778e4473bcd658e5fbb8d6c7d71c1be4,src/vs/workbench/contrib/chat/browser/chatStatus.ts,chore,2025-03-15 23:49:24 -0700,Benjamin Pasero,False,chat - status and setup cleanup (#243573)
Human,22519fdd2549b2798dba7dc74a83c2b267f5d4bd,src/vs/workbench/contrib/chat/browser/chatStatus.ts,refactor,2025-03-17 16:08:10 +0100,Benjamin Pasero,False,chat - restyle the setup dialog (#243753)
Human,4a662f72697d507ee39070e88357c2d661f1d64d,src/vs/workbench/contrib/chat/browser/chatStatus.ts,chore,2025-03-17 16:31:38 +0100,Benjamin Pasero,False,chat - setup wording tweaks (#243761)
Human,4f2ea3651310d391db1d31221d13b0f44da8daac,src/vs/workbench/contrib/chat/browser/chatStatus.ts,chore,2025-03-18 20:44:30 +0100,Benjamin Pasero,False,chat - setup tweaks (#243883)
Human,d089fb1eaf83016c4227e2c81caf836325cf7b58,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-03-21 13:50:59 +0100,Benjamin Pasero,False,chat - enable status by default and drop experiment (#244242)
Human,a4089e4ff0518295298917db2a79fbc21136511b,src/vs/workbench/contrib/chat/browser/chatStatus.ts,refactor,2025-03-21 15:57:09 +0100,Benjamin Pasero,False,refactor: update action IDs for chat components to follow naming conventions (#244257)
Human,cb6b626928779e191da0fb80eb3797115b544c7d,src/vs/workbench/contrib/chat/browser/chatStatus.ts,feat,2025-03-21 13:33:27 -0700,Matt Bierner,False,Add chat status API proposal
Human,5169073b3927bf06c311f3a1fca8f01d78db2ff2,src/vs/workbench/contrib/chat/browser/chatStatus.ts,ch,2025-03-24 11:27:19 +0100,Benjamin Pasero,False,chat - setup tweaks (#244433)
Human,cadb511d3639af147f2aeef4dbe64b8728f48d69,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-03-24 14:28:30 -0700,Matt Bierner,False,Tweaks to UI
Human,c8fe72199e24b556d2844f23e7bae9f9199027c2,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-03-26 09:44:40 +0000,Benjamin Pasero,True,Copilot status does not reflect enablement state (fix #244714) (#244717)
Human,769a49e314c2adbba35d9bf13d756d0a4217ec79,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-03-27 16:39:39 +0100,Benjamin Pasero,False,nes - ensure to read/write setting value from status with text config service (#244881)
Human,5fa2ac60f5fab653671a795c5047b0b64aebacb7,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-03-28 08:06:29 +0100,Benjamin Pasero,True,"Copilot status entry does not hide when ""Hide Copilot"" (#244946) (#244947)"
Human,e07e174e3b91b06d5d44e3156d7761e7f6a71e0b,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-03-31 15:09:22 -0500,Benjamin Pasero,False,chat - update status based on language changes too (#245166)
Human,3448a524ebc2879fb53de86595f3caa80bb9732f,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-04-01 07:39:55 +0000,Benjamin Pasero,False,chat - actions support for status headers (#245203)
Human,e7fe3ea375c0317c27d8b0338d358b160356d09a,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-04-01 14:58:17 +0200,Benjamin Pasero,True,chat - adopt `copilot-unavailable` (#245238)
Human,7bf3e8a7ae73619f4d858126077760c55862410c,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-04-01 06:55:53 -0700,Benjamin Pasero,False,chat - status tweaks (#245239)
Human,b73b96e10d0442629ef1c1030eeb419321af45e2,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-04-02 12:26:59 +0200,Benjamin Pasero,False,chat - render % in status in less prominent color (#245326)
Human,c593efc8b9ed3faadf4703bcf7e7083d2bd660e6,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-04-08 08:56:14 +0200,Benjamin Pasero,False,debt - remove `chat.setupFromDialog` and old welcome setup view (#245935)
Human,2a049d2fbf43fb101419dc354b92198ef0a56f45,src/vs/workbench/contrib/chat/browser/chatStatus.ts,refactor,2025-04-09 17:46:35 +0200,Benjamin Pasero,False,Polish the workspace index indicator (#245332) (#246113)
Human,f49ea581563088d71dd0131dde98e353759b914c,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-04-13 21:32:35 -0700,Benjamin Pasero,True,chat - hide more copilot when user decides to (#246450)
Human,a15e3451d87fb490f625441b2cf16d3168edd6a4,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-04-15 10:09:48 +0200,Benjamin Pasero,True,chat - prepare for new usage based quota (microsoft/vscode-copilot#15453) (#246480)
Human,d0289ef4144484dae3eb03c34a0398cd471087ba,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-04-15 14:59:42 +0200,Benjamin Pasero,False,chat - tweak quota indication for overages (#246600)
Human,8154fbd04f6ef87847139a7a9e459169e89c50bc,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-04-15 20:06:46 +0200,Benjamin Pasero,False,chat - status tweaks (#246648)
Human,d71aaa981defa262713caeebee142cc5213d27e9,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-04-16 12:53:19 -0700,Benjamin Pasero,False,chat - status tweaks (#246759)
Human,41e28d4e4aed33e9f3333e02377e6eac256f5f26,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-04-16 22:44:36 -0700,Benjamin Pasero,False,chat - tweak wording around quota reached (#246790)
Human,baa2dad3cdacd97ac02eff0604984faf1167ff1e,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-04-17 14:07:41 +0200,Benjamin Pasero,False,chat - update quota indication based on latest response state (#246816)
Human,e7825e575916687c22141b1eea62604b1d37358a,src/vs/workbench/contrib/chat/browser/chatStatus.ts,fix,2025-04-17 16:19:39 +0200,Benjamin Pasero,False,chat - change URL for enabling additional use (#246826)
